candidate name,party,fec_id,cid
"Sherrill, Mikie",D,H8NJ11142,N00041154
"Sheth, Ashmi",D,H2NY10126,N00048265
"Shioura, Fuji H.",I,H6CA50274,N00039767
"Shipp, Josh",D,S2MO00759,N00051700
"Shirrell, Stuart F",I,S2AR00149,N00051305
"Shlikas, Edward",I,H2DE00171,N00051896
"Shoemaker, Jim",R,H2CA09154,N00050301
"Shoemaker, Matt",R,H2OH07175,N00049151
"Sholty, Morgun",R,H2NV01280,N00050275
"Shorkey, Kendall",R,S2AK00275,N00051691
"Shultz, Dakota",R,H2MO06236,N00049620
"Shure, Michael",D,H2CA37346,N00050571
"Sibhatu, Lichia",R,S2NC00547,N00049030
"Siddiqui, Imran",D,H2FL20274,N00048865
"Sierra, Carta Reale",L,S2ID00202,N00051245
"Sifton, Scott",D,S2MO00478,N00048107
"Sigala, Angelina",D,H2CA10178,N00047914
"Sigler, Mike",R,H2NY22220,N00050434
"Sigley, Lorrie",R,H2MD07110,N00051591
"Silver, Jerry",R,H2MN04185,N00051633
"Simard, Liam Miguel",I,H2CA15136,N00050063
"Simmons, John",L,H2TX04157,N00051655
"Simms, Jill Eaton",R,H2OH13207,N00048557
"Simon, Jo Anne",D,H2NY10266,N00051290
"Simpson, Jonathan",R,H2NC14084,N00050408
"Simpson, Mike",R,H8ID02064,N00006263
"Simpson, Rhonda",R,H2GA03161,N00049091
"Sims, Aaron",D,H2NV02494,N00048543
"Sims, Alan",R,H2GA10216,N00048979
"Sims, Dave",R,S2MO00627,N00049396
"Sinclair, Kyle",R,H2TX20096,N00049813
"Singh, Major",I,H2CA14220,N00050563
"Singletary, La'Ron",R,H2NY25082,N00049716
"Singleton, Neil",I,H2GA12154,N00047945
"Sisco, Carla-Joy",D,H2TX35219,N00050194
"Sisco, Michael Raymond",R,H2WV01102,N00048327
"Sites, Jeffrey",D,H0OH04085,N00044915
"Sivalingam, Tejasinha",R,S2NH00207,N00049243
"Skarlatos, Alek",R,H0OR04107,N00045281
"Skellington, Shelley",D,H2NY24176,N00050437
"Skenderi, Sab",R,H2NJ05337,N00051412
"Skinner, Jeannette",R,H2FL12115,N00049514
"Skowronski, Kristin",I,H2CO03310,N00049280
"Skrbic, Ljubo",R,H2FL21116,N00049084
"Skwira, Richard Jr",R,H2MO03209,N00051641
"Slagel, Gary Allen",R,H2TX32117,N00048783
"Slantz, Bill",L,H2MO02151,N00034685
"Slate, Jack",D,H2AL02174,N00049036
"Slauson, Stephen",R,H2CA12240,N00050561
"Sleister, Nick",D,S2WA00338,N00047338
"Slotkin, Elissa",D,H8MI08102,N00041357
"Slotta, Chad",R,H2NC07187,N00049658
"Sluder, Kristie",R,H2NC11296,N00051198
"Sluzynsky, Walter",I,H2PA17194,N00051109
"Sluzynsky, Walter",D,S2PA00612,N00050025
"Smalley, Nadia",D,H2CA49325,N00051365
"Smeltzer, Todd",I,S2AZ00497,N00052064
"Smiley, Tiffany",R,S2WA00387,N00048454
"Smilowitz, Ben",D,H2MD06294,N00049299
"Smith, Aaron",R,H2CA02183,N00048473
"Smith, Adam",D,H6WA09025,N00007833
"Smith, Adrian",R,H6NE03115,N00027623
"Smith, Aja",R,H8CA41170,N00040864
"Smith, Austin",D,H2NY01091,N00048262
"Smith, Brandt",R,H2AR01105,N00049037
"Smith, Brian",R,H2CO06206,N00050327
"Smith, Brooker",D,H2NC11262,N00049131
"Smith, Bryan",R,H4ID02063,N00035417
"Smith, Charles",I,H2FL12123,N00051374
"Smith, Chris",R,H8NJ04014,N00009816
"Smith, Christy",D,H0CA25154,N00045651
"Smith, Chuck",R,S2CA01110,N00049977
"Smith, Clint",I,H2AZ05173,N00049422
"Smith, Darin",R,H6WY01082,N00039331
"Smith, Erica",D,H2NC02238,N00045365
"Smith, G. Tommy",D,H2OR04202,N00051218
"Smith, Gina Dunckel",R,H2TX14206,N00048309
"Smith, Gregg",D,H2CO03203,N00047929
"Smith, Hendrith",I,H2FL09202,N00044764
"Smith, Ian",R,H2NJ03282,N00050412
"Smith, Isaac",R,H2TX26176,N00049180
"Smith, Jason",R,H4MO08162,N00035282
"Smith, Joe",R,H0FL22076,N00008327
"Smith, Jonathan",L,H2AL02190,N00050552
"Smith, Kevin",R,S2NH00231,N00050012
"Smith, Loretta",D,H2OR06017,N00048755
"Smith, Michelle",D,S2MD00529,N00045894
"Smith, Morgan",L,H2WI03155,N00049910
"Smith, Morgan Anthony",R,H2WI03114,N00049194
"Smith, Neil",D,H2VA02080,N00049879
"Smith, Paulette",R,H0GA06226,N00046474
"Smith, Sancha",R,H2LA05142,N00047974
"Smith, Sandy",R,H0NC03149,N00044024
"Smith, Shirley",D,H2OH11193,N00048020
"Smith, Tyler Ray",R,H2TX25301,N00048045
"Smith, Wesley",3,H2MO02177,N00048237
"Smucker, Lloyd",R,H6PA16320,N00038781
"Snider, James",R,H2MO01195,N00049612
"Snider, Justin",R,H2MO07176,N00049621
"Snow, Salem",D,H0PA02091,N00046039
"Snowden, Brad",R,H2AK00507,N00051610
"Snyder, Craig",R,S2PA00539,N00048833
"Snyder, Gary",D,H2IN03202,N00049562
"Sobo, Gregory",I,H2NJ03316,N00051411
"Sodrel, Mike",R,H2IN09084,N00013869
"Soetaert, Michael",D,S2KS00097,N00045400
"Solages, Carrie",D,H2NY04236,N00050424
"Solis, Jerry",R,H0MI06202,N00047628
"Solomon, Ben",R,H2CA16159,N00050305
"Solstin, Bryan",D,S2WA00445,N00050548
"Soni, Inder Jit",3,H2NJ06251,N00051912
"Sonnier, Scott",R,H4LA06195,N00050492
"Sophocleus, John",L,S2AL00293,N00051777
"Sorensen, Ben",D,H2FL22197,N00050815
"Sorensen, Eric",D,H2IL17147,N00049558
"Soriano, Gavriel Eliyahu",R,H2FL11125,N00048184
"Sossa-Paquette, Jeff",R,H2MA02085,N00048220
"Sotelo, Philip",R,H2TX34121,N00048312
"Soto, Darren",D,H6FL09179,N00037422
"Souther, Ben",R,H2GA09226,N00050095
"Southworth-Beckwith, Max",R,H2NC07153,N00049127
"Spalding, Carla",R,H0FL23090,N00037410
"Spanberger, Abigail",D,H8VA07094,N00041418
"Sparks, Steve",D,H3HI02142,N00026037
"Spartz, Victoria",R,H0IN05326,N00046537
"Spaulding, Stephany Rose",D,H2IL01273,N00049544
"Spears, Tom",I,H2WA01245,N00049901
"Speer, Richard",R,H2NC13219,N00034334
"Speer, Steve",3,H2NY10357,N00051923
"Speights, Karl",R,S2AK00119,N00048381
"Spencer, Bradford",I,S2WI00326,N00048136
"Spicer, Lavern",R,H0FL24205,N00046393
"Spicer, Rebecca",3,H2CA02217,N00049049
"Spies, Francisco",D,H2NY13161,N00051744
"Spiller, Howard",D,H2IL01406,N00050613
"Spinney, Bill",R,H2CA41132,N00049463
"Spreitzer, Jeremy",I,H2AZ08193,N00051882
"Spriggs, Jason",D,H2NC01222,N00047992
"Spurlock, Jeanette",R,H2SC07207,N00048283
"Squires, Jim",D,H2TX22142,N00047879
"Srivastava, Sandeep",D,H2TX03274,N00049171
"St. John, Heidi",R,H2WA03126,N00048056
"Stahl, Judy",D,H2AZ04192,N00048154
"Stahley, Lee",R,H2OH03190,N00051093
"Staible, Tricia",R,H2PA17111,N00049754
"Stainfield, Tami",R,S2KY00137,N00033433
"Stalnaker, Brandon Lee",R,H2WA02243,N00051657
"Staniford, Bill",R,H2NY04160,N00049321
"Stansbury, Melanie",D,H2NM01144,N00047871
"Stanton, Greg",D,H8AZ09040,N00041750
"Staples, Mary Mallory",R,H2GA06156,N00048693
"Stapleton, Baxter",D,H2OH10252,N00048272
"Starbuck, Robby",R,H2TN05339,N00048767
"Stargel, Kelli",R,H2FL15233,N00051177
"Stark, Kristopher",R,H2FL07248,N00050337
"Starrett, Susan",R,H2IL14110,N00050116
"Stauber, Pete",R,H8MN08043,N00041511
"Steel, Cynthia Dianne",R,H2NV01306,N00050418
"Steel, Michelle",R,H0CA48198,N00044501
"Steele, Michael",D,S2ND00107,N00043854
"Steele, Russell Wayne",I,H8TN04123,N00043758
"Stefanik, Elise",R,H4NY21079,N00035523
"Steib, Syrita",D,S2LA00168,N00050238
"Steil, Bryan",R,H8WI01156,N00043379
"Steiner, Max",D,H2CA01227,N00048852
"Stephens, Joe",3,S2AK00176,N00049220
"Stephens, John",D,H2IN03186,N00047956
"Stephenson, Brian K",D,H2TX06368,N00048583
"Stephenson, Scott",R,H2WA08216,N00050971
"Stern, Everett",I,S2PA00315,N00035961
"Stettler, Michael",3,S2OR00192,N00028188
"Steube, Greg",R,H8FL17053,N00042808
"Steury, Paul",D,H2IN02279,N00050625
"Stevens, Haley",D,H8MI11254,N00040915
"Stevens, Kent",R,H2WV01151,N00051130
"Stevens, Lloyd Alexander",D,H2CA35159,N00050568
"Stevens, Michael Travis",R,H2TX20070,N00048591
"Stevens, Patrick",R,H6MD04142,N00023367
"Stevenson, Jayme",R,H2CT04134,N00050582
"Stewart, Brian",R,H2OH15137,N00048559
"Stewart, Chris",R,H2UT02324,N00033932
"Stewart, Garth",R,H2NJ10238,N00050892
"Stewart, Hal",I,H2NY22170,N00048744
"Stewart, Kevin",I,H4AL06155,N00047803
"Stewart, Lance",R,H2TX07127,N00050187
"Stewart, Trey",R,H2ME02196,N00048992
"Stinziano, Michael",D,H2OH15194,N00048565
"Stoddard, Michael",L,H2UT03355,N00051117
"Stoll, Matt",R,H2CA22249,N00050065
"Storer, Aaron",R,H2IN01222,N00050366
"Storer, David",I,S2IN00356,N00052078
"Stovall, Alex",R,H2AZ09142,N00048157
"Stovall, Valencia",D,H2GA05174,N00046851
"Stracuzzi, Natale",3,H8DC00143,N00001728
"Strahan, Jennifer",R,H2GA14093,N00049097
"Stransky, Dara Faye",D,H2CA25226,N00048663
"Strauss, Mark D",R,H2MS01155,N00051399
"Strauss, Nick",I,S2MO00486,N00048108
"Street, Sharif",D,S2PA00448,N00048443
"Streeter, James",R,S2AZ00398,N00049976
"Strickland, Billy",R,H2NC02261,N00049634
"Strickland, Marilyn",D,H0WA10034,N00046320
"Strizak, Sherry",I,H2AK00523,N00051612
"Strong, Dale",R,H2AL05102,N00048145
"Stroud, Tim",R,H2TX07077,N00048772
"Sturgill, Scott",R,H2FL07214,N00041488
"Sturm, Scott",D,H2TX21128,N00048592
"Stutzman, Christy",R,H2IN02303,N00051734
"Suarez, Emmanuel L",R,H2CA39201,N00051359
"Sudduth, Cheryl",D,H2CA08230,N00050060
"Suleman, Saad",R,H2FL23112,N00048196
"Sullivan, Dan",R,H2MA09254,N00051393
"Sullivan, Thomas",R,S2VT00250,N00050042
"Summers, Carleah",D,H2MD06302,N00049300
"Summerville, William",D,H2CA42221,N00050070
"Sumner, Maxwell",R,H2AK00317,N00051320
"Sundt, Jennifer",R,H2TX35193,N00049860
"Surdi, Kevin",R,H2NY03139,N00048263
"Sutton, Michael",D,H2ME02162,N00048226
"Swad, Antonio",R,H2TX32166,N00049849
"Swaffar, Darlene",R,H0FL22100,N00045485
"Swain, Jonathan",D,H2IL01331,N00050104
"Swain, Tim",R,S2SC00095,N00048448
"Swalwell, Eric",D,H2CA15094,N00033508
"Swan, Mitchell",R,H2GA10224,N00036260
"Swank, Keith",R,H2WA08166,N00034574
"Swanson, Ruth Ann",R,H2FL26081,N00049525
"Swartz, Craig",D,H2OH05062,N00049720
"Swartz, Joe",D,H2NC01230,N00049630
"Swazey, Garret",R,H2ME02238,N00049593
"Sweeney, Mark",D,H2MT02159,N00050406
"Sweeney, Tara",R,H2AK01174,N00050782
"Swezy, Lewis",R,H2FL23252,N00051382
"Swoboda, John",D,H2OK01168,N00048025
"Sykes, Emilia",D,H2OH13264,N00050165
"Synstelien, Seth",R,H2GA14143,N00050603
"Szoka, John",R,H2NC04176,N00049645
"Szuszkiewicz, Mark",R,S2NY00473,N00050016
"Tabacco, John",R,H2NY10209,N00051203
"Tachon, Teresa",D,H2FL10234,N00048862
"Taddeo, Annette",D,H8FL00034,N00029848
"Taher, Ibrahim",R,S2OR00200,N00045467
"Taitano, Kylie",D,H2CA50224,N00049475
"Takano, Mark",D,H2CA43245,N00006701
"Talbot, Luke",I,H2VT00185,N00051934
"Tallent, Mark",R,H2KS03174,N00051184
"Talley, Rahim",D,H2MS03144,N00049124
"Talmadge, Kristi",I,S2CT00348,N00051472
"Tamayo, Amy",D,H2ID02166,N00039376
"Tanaka, Greg",D,H2CA18130,N00047858
"Tandon, Ritesh",R,H0CA17193,N00045474
"Tapera, Lew",D,S2PA00521,N00048651
"Tapia, Carlos Guillermo",R,S2CA01318,N00051469
"Tarantin, James",R,S2MD00552,N00049239
"Tarasevic, William",I,H2CA22207,N00049448
"Tarazi, Omar",R,H2OH15186,N00048564
"Tarazona, Eddie",R,H2FL18112,N00051039
"Tarkanian, Danny",R,H2NV02544,N00031176
"Tashjian, Mark",L,H2MA06094,N00051189
"Tataii, Steve",D,S6HI00230,N00010564
"Taurus, Nick",R,H2CA45133,N00048665
"Tavarez, Hector",D,H2NJ02201,N00047997
"Taylor, Brooke",R,H2VA10265,N00050486
"Taylor, Chad",I,S2OH00501,N00050021
"Taylor, Clarence",D,S2MO00767,N00051701
"Taylor, Ellis",D,H2IL13187,N00050362
"Taylor, Ernest Jr",D,S2CA01029,N00048389
"Taylor, Ivan",D,S2AK00192,N00051241
"Taylor, James",D,H2VA03096,N00050199
"Taylor, Jessica",R,S2AL00152,N00045630
"Taylor, Paul",R,H2CA26182,N00042756
"Taylor, Priscilla",D,H2FL20175,N00048191
"Taylor, Renee",R,H2CA49317,N00050577
"Taylor, Richard",D,S2OH00378,N00048436
"Taylor, Shannon Marie",L,S2OH00295,N00048116
"Taylor, Sherri",I,H4TX37013,N00051959
"Taylor, Tracy",R,H2GA02122,N00048198
"Taylor, Van",R,H8TX03123,N00027709
"Taylor, William",I,S2AZ00505,N00052065
"Teague, Johnny",R,H0TX09176,N00044583
"Teague, Jovante",R,H2FL02165,N00049501
"Tedesco, Chaz",D,H2CO08038,N00049282
"Teehee, Johnny",R,H2OK02232,N00050699
"Teeters, Bart",D,H2IN06288,N00047957
"Telesz, Rick",D,H2PA16089,N00048760
"Tenney, Claudia",R,H4NY22051,N00036351
"Ter Maat, Michael",L,H2FL20191,N00048502
"Terry, Joanne",D,H2FL08105,N00049505
"Tetu, Richard",I,H8CO03259,N00051834
"Thach, Mary Glory",I,S2CA00914,N00047700
"Thakur, Burt",R,H2CA25259,N00050564
"Thanedar, Shri",D,H2MI13204,N00049602
"Thelander, Edwin",R,H2ME01131,N00049112
"Theodore, Chris.",D,S2CA01193,N00050232
"Thibeault, Daniel",L,H2MD01246,N00051790
"Thistle, David",I,H2AK00481,N00051337
"Thomas, Bill",R,H4IN09098,N00036075
"Thomas, Dan",R,H2TX04132,N00049787
"Thomas, Ernest",D,H2AK00259,N00051314
"Thomas, Robert",R,H0NC04220,N00046782
"Thomas, Samuel",L,H2MT02191,N00051408
"Thomason, Lee",I,S2KY00202,N00051781
"Thompson, Bennie G",D,H4MS02068,N00003288
"Thompson, Brent",D,S6OR00391,N00009052
"Thompson, Charles",D,H2TX18173,N00048311
"Thompson, Charles",D,H2AL05144,N00048850
"Thompson, Glenn",R,H8PA05071,N00029736
"Thompson, MacKenzie",R,S2OH00352,N00048434
"Thompson, Michael Anthony",D,H2IL01224,N00048209
"Thompson, Mike",D,H8CA01109,N00007419
"Thompson, Ryan",I,H2CO05133,N00047788
"Thompson, William",D,H2TX34196,N00049852
"Thormann, John H. Iv",R,S2MD00586,N00050531
"Thorne, Gregory Jonathan",R,H2TX22191,N00049819
"Thorne, Sean",L,S2AK00168,N00049021
"Thornton, Avery",I,H2AZ06338,N00051881
"Thran, Niki",D,S2VT00177,N00049262
"Throneburg, Josh",D,H2VA05091,N00049013
"Thune, John",R,S2SD00068,N00004572
"Thurston, Perry",D,H2FL20183,N00048501
"Tibbs, Brian",R,H2IN09290,N00051057
"Tiffany, Tom",R,H0WI07101,N00045307
"Tijerina, Vanessa S",D,H6TX15220,N00039161
"Tillman, Jimmy Lee II",R,S2IL00234,N00049993
"Timken, Jane",R,S2OH00360,N00048435
"Timmons, William",R,H8SC04250,N00042715
"Tinsley, LaShondra",D,S2OH00493,N00050020
"Tippens, Michelle",L,H8HI01283,N00043682
"Titus, Dina",D,H8NV03036,N00030191
"Tlaib, Rashida",D,H8MI13250,N00042649
"Todd, Mary",R,H2MT00112,N00049624
"Toder, Spencer",D,S2MO00551,N00048415
"Tokuda, Jill",D,H2HI02581,N00051049
"Toledo, Jackie",R,H2FL15191,N00050592
"Toler, Randy",3,S4FL00447,N00049267
"Tompkins, John",R,S0OK00453,N00047333
"Tomshay, James",R,H2PA17129,N00049755
"Tonko, Paul",D,H8NY21203,N00030196
"Tonon, Adrian",D,H2MI07115,N00049115
"Toomey, Tom",R,H2NJ11160,N00048733
"Toomim, Leah",R,H2CA00146,N00048471
"Torres, Amal",R,H2MD03218,N00050379
"Torres, David",D,H2CO05141,N00048173
"Torres, Ginger Sykes",D,H2AZ01404,N00050553
"Torres, Jerry",R,H2FL15266,N00051376
"Torres, Norma",D,H4CA35031,N00036107
"Torres, Ritchie",D,H0NY15160,N00044346
"Torres, Ruth",I,H2TX05253,N00051830
"Toulme, Alix",D,H2FL14228,N00042408
"Towne, Gilead",R,H0NH02280,N00046672
"Townsend, Kelly",R,H2AZ06288,N00049423
"Tozier-Robbins, Miranda",D,H2MA03158,N00049579
"Trahan, Lori",D,H8MA03106,N00041808
"Trambauer-Smith, Brittany",D,H2GA14028,N00047946
"Tran, Dean",R,H2MA03141,N00049578
"Tran, Khanh",D,H2MN05158,N00048524
"Tran, Vi",D,H2PA07088,N00048027
"Tranel, Monica",D,H2MT02092,N00048884
"Trevino, Aaron",I,S2CO00217,N00049382
"Trevino, Ryan",D,H2TX34105,N00048048
"Triggs, Tom",I,H2WA06194,N00051663
"Tristan, Anthony",D,H2TX27273,N00049828
"Trone, David",D,H6MD08549,N00039122
"Trotter, James",R,S2ID00129,N00049389
"Trotter, Richard",R,H2AK00325,N00051321
"Trout, Mike",D,H2FL23260,N00034930
"Trouten, Bryan",R,H2MI08170,N00049302
"Truman, Ceci",R,H2CA46131,N00048666
"Truman, Jack",D,H6MO07169,N00027030
"Tshibaka, Kelly",R,S2AK00127,N00048382
"Tshiovo, Debora",R,S2NC00760,N00051253
"Tucker, Antoine",R,H0NY14254,N00044788
"Tucker, Terry",D,H2TX03266,N00048037
"Tunnell, Kezia",R,H2VA08178,N00050967
"Tunnell, Leonard",3,S2MO00668,N00050289
"Turk, Jacob",R,H6MO05189,N00028444
"Turnbull, Ramont",R,S2ID00186,N00051003
"Turner, Jacob",R,H2MO08109,N00051646
"Turner, Jessie",R,H2NV01314,N00050676
"Turner, Michael R",R,H2OH03067,N00025175
"Turner, Nina",D,H2OH11151,N00033906
"Tuthill, Justin",R,S2VT00276,N00046961
"Tyler, Rick",I,H6TN04218,N00039836
"Tynio, Anya",R,H8VT01065,N00043687
"Tyson, Brian",R,H2CA25242,N00050312
"Tzitzura, Thomas",I,H2AZ09266,N00051885
"Ulis, Eric",D,H2AZ06213,N00048156
"Underwood, Lauren A",D,H8IL14174,N00041569
"Ungemach, Roger",R,H2MN01173,N00050644
"Upchurch, Andrew",D,H2CA33238,N00049456
"Upton, Fred",R,H6MI04113,N00004133
"Urbina, Angel",R,H2FL14244,N00048686
"Urbina, Erik",R,S2CA00906,N00047699
"Urrea, Marcos",D,H2AZ02337,N00048153
"Ursich, Timothy",D,S2CA01276,N00050747
"Valadao, David",R,H2CA20094,N00033367
"Valdez, Donald",D,H0CO03132,N00044858
"Valentine, Stephen",D,H2NC06130,N00049654
"Vallejo, Michelle",D,H2TX15203,N00049804
"Van Dam, Rich",R,H2KY05151,N00048518
"Van Drew, Jeff",R,H8NJ02166,N00042164
"Van Duyne, Beth",R,H0TX24209,N00045167
"Van Hollen, Chris",D,S6MD03441,N00013820
"Van Orden, Derrick",R,H0WI03175,N00046843
"Van Raam, Doug",3,H2CO03369,N00030108
"Van Someren, Mike",D,H2WI05275,N00049360
"Van Tress, Jeremy",R,H2OR04087,N00048753
"Vance, J D",R,S2OH00436,N00048832
"VandenPlas, Jacob",L,H2WI08063,N00048059
"VanHorn, William",D,H2FL12073,N00048683
"Vanuch, Crystal",R,H2VA07287,N00050483
"Varela, Brian",D,H2NJ08265,N00050891
"Vargas, Jessie",R,H2NV04102,N00049695
"Vargas, Juan",D,H2CA50026,N00007021
"Vargas, Tony",D,H2NE02132,N00048890
"Vasquez, Clementine",D,H2NY08153,N00048587
"Vasquez, Gabe",D,H2NM02191,N00049142
"Vasquez, Jordan",D,H2NY08146,N00048264
"Vaughn, Curtis D",R,S2MO00858,N00051710
"Vazquez, Joaquin",D,H2CA52162,N00044694
"Vazquez, Josue",I,H2FL15142,N00049518
"Veasey, Lin",D,H2AL03131,N00051262
"Veasey, Marc",D,H2TX33073,N00033839
"Veazey, Peter",R,H2CA47220,N00050576
"Vega, Yesli",R,H2VA07261,N00049893
"Velazquez, Nydia",D,H2NY00010,N00001102
"Venable, Paul",3,S2MO00866,N00051711
"Verde, Thomas X",I,S2OR00143,N00049031
"Viagran, Rebecca",D,H2TX35169,N00049857
"Vibe, Rome",D,H2CO04110,N00047787
"Victor, Errol",R,H2LA05225,N00047981
"Victor, Marc",L,S2AZ00299,N00034985
"Victorian, Michael Dukes",3,S2LA00143,N00049998
"Vilela, Amy",D,H2NV01264,N00041379
"Villanova, Tannis",R,H2MD05551,N00050135
"Villarreal, Ricardo",D,H2TX21185,N00049814
"Villaverde, Christine",R,H2NC08235,N00049128
"Villegas, Gilbert",D,H2IL03154,N00049547
"Vilme, Pradel",D,H1FL20011,N00048461
"Vincent, Sheldon Sr",R,H2LA02263,N00047733
"Virasingh, Victoria",D,H2VA08145,N00049014
"Vitalli, David",R,H2TN05388,N00050470
"Vogel, Ron",R,H2PA06171,N00049748
"Volotzky, Lucie",R,H2CA30283,N00047860
"Von Krieg, Bianca",D,H2CA12208,N00048467
"Vonbuck, Clifton Rio Torrado",R,H2CA34087,N00051355
"Voyles, Susan",R,H2GA06180,N00048978
"Wade, Brandon",D,S2OK00285,N00051164
"Wagner, Ann",R,H2MO02102,N00033106
"Wagner, Clay",R,H2MS04274,N00049125
"Wajer, Logan",I,H2MN01157,N00048523
"Walberg, Tim",R,H4MI07103,N00026368
"Waldman, Amanda",D,H2PA09126,N00050706
"Walia, Neal",D,H2CO01199,N00048670
"Walker, Alex",D,H2CO03344,N00050324
"Walker, Craig",R,H2TX26184,N00042514
"Walker, Deborah",I,H2TX30202,N00049843
"Walker, Herschel",R,S2GA00225,N00049229
"Walker, Iesha",D,H2IL07122,N00049101
"Walker, Iesha",D,S2IL00218,N00049391
"Walker, January",3,H2UT04106,N00050964
"Walker, Kim",D,H6FL13197,N00038422
"Walker, Mark",R,S2NC00307,N00035311
"Walker, Paul",R,H2MO07150,N00049306
"Walker, Scott",I,H6DE00214,N00040214
"Walking Child, Charles",R,H2MT01102,N00049625
"Walkowicz, Gary",3,H8MI07039,N00024108
"Walkowicz, Jim",3,H2MI09178,N00051798
"Wallace, Dave",R,H2MD06310,N00033288
"Wallace, Eric",R,S2IL00192,N00030975
"Wallace, Larry",D,H2TX10147,N00049008
"Wallace, Litesa",D,H2IL17139,N00049557
"Walls-Windhauser, Angela",R,H0FL10097,N00039471
"Walorski, Jackie",R,H0IN02190,N00031226
"Walsh, Sara",R,H2MO04157,N00048881
"Walters, Gerald",R,H0IN07249,N00046204
"Walton, Paul",D,H2GA09218,N00049093
"Waltz, Michael",R,H8FL06148,N00042403
"Ward, Ashley",D,H2NC04135,N00049641
"Ward, Emet",D,H2WA08232,N00051297
"Ward, Richard",L,H2CO08152,N00051892
"Wardynski, Casey",R,H2AL05128,N00048465
"Warner, Jeff",R,H2MD04307,N00048713
"Warner-Stanton, Kathy",D,H2AL05177,N00049272
"Warnock, Raphael",D,S0GA00559,N00046489
"Warren, Jon",R,S2NC00653,N00050008
"Washington, George",R,H2KY04253,N00051186
"Washington, Keith",D,H8MD05046,N00012167
"Wassmer, Daniel",3,S2PA00745,N00052092
"Wasson, Jay",R,H2MO07168,N00049307
"Waters, Allen",R,H2RI01202,N00040633
"Waters, Dom",D,H2CO01173,N00048484
"Waters, Justin James Mr.",R,H2FL03189,N00048675
"Waters, Maxine",D,H4CA23011,N00006690
"Waters, Tommy",D,H2HI02573,N00051048
"Watkins, Richard",D,H2NC06122,N00041676
"Watkins, Ronald",R,H2AZ01362,N00049415
"Watson, Annette",R,H2MN07147,N00050400
"Watson, Coleman",D,S2FL00672,N00048822
"Watson, Ezra",D,H2NY21131,N00048742
"Watson, Lacy",D,H0WV03144,N00044598
"Watters, Andrew G.",D,H2CA14154,N00049437
"Watts, Lee",R,H2KY02158,N00049565
"Weaver, John",R,H2NE01159,N00050409
"Webb, Justin",R,H2TX32133,N00049184
"Webber, Errol",R,H2CA47204,N00045383
"Weber, Randy",R,H2TX14149,N00033539
"Webster, Daniel",R,H0FL08208,N00026335
"Webster, Joseph",R,H2HI02607,N00051276
"Weed, Peter",R,H2FL10317,N00050086
"Weil, Joshua",D,S2FL00466,N00047889
"Weiler, Tom",R,H2MN03104,N00049606
"Weinstein, Alexander",R,H2WV01110,N00049195
"Weinstein, Ira",R,H2FL23146,N00051180
"Weir, Charles",R,H2CA52170,N00050323
"Weiss, Richard",3,S2PA00737,N00052091
"Weiss, Sean Matthew Mr",R,H2GA03187,N00049530
"Welch, Jonathan",R,H2WA02235,N00050489
"Welch, Peter",D,S2VT00235,N00000515
"Welch, Richard",R,H2TX07093,N00049173
"Wellington, Jessica",R,H2TX08307,N00049794
"Wells, Bill",R,H2CA53038,N00049478
"Wells, Patrick",R,H2FL08089,N00048180
"Wells, Steve",3,H2NY22238,N00039137
"Wells, Tom",D,H8FL03020,N00002763
"Welsh, Eric",R,H2GA06131,N00048510
"Welter, Bradley D.",R,H2AK00333,N00051322
"Welty, Harry",R,H2MN08061,N00010777
"Wendell, Barry",D,H2WV02191,N00050280
"Wenke, Laurence",L,H2MI04294,N00040019
"Wenn, Thomas",I,S2LA00218,N00052082
"Wenstrup, Brad",R,H2OH02085,N00033310
"Werner, Michael Joseph II",R,S2WA00379,N00048453
"West, Amy Phan",R,H2CA45125,N00045013
"West, Charles",D,H0MO06206,N00046777
"West, Chris",R,H2GA02155,N00049527
"West, Mary",R,H2GA10232,N00041497
"West, Matt",D,H2OR06041,N00049330
"Westerman, Bruce",R,H4AR04048,N00035527
"Weston, John Kael",D,S2UT00385,N00046077
"Westwood, Bret",I,S4OR00271,N00051021
"Wexton, Jennifer",D,H8VA10106,N00041002
"Weyer, Daniel Fred",3,H2NE01126,N00050274
"Weymouth, Nate",R,H2TX24171,N00050191
"Whalen, Bruce",R,S2SD00118,N00049261
"Wheelen, Bill",R,H2FL21157,N00050089
"Wheeler, Bill",R,H2WA02250,N00051658
"Wheeler, Greg",R,H2OH13256,N00049732
"Wheeless, Tanya",R,H2AZ09175,N00049045
"Whichard, Taylor",R,H2TX08208,N00048778
"White, Andrew",I,H2CO06198,N00049067
"White, Arnold J.",D,H2TN04316,N00051649
"White, Doug",D,H2WA04199,N00049354
"White, John",D,H2AR04158,N00051266
"White, Marc",I,S2NC00661,N00050009
"White, Michael",L,H2AR02129,N00051265
"White, Philanise",R,H0IL01194,N00045396
"White, Royce Alexander",R,H2MN05190,N00050399
"White, Wayne",D,H2GA06214,N00050598
"Whitehead, Paul",R,H2GA02197,N00050820
"Whitfield, Daniel",D,S0AR00218,N00045870
"Whitley, Gabe",R,H2IN08151,N00047958
"Whitney, Mark",L,S2CA00864,N00045340
"Whitten, Sandra",R,H0TX28069,N00044370
"Wienberg, Brandon",D,H2NJ07259,N00050251
